epoch,class_output_accuracy,class_output_loss,loss,nutrition_output_loss,nutrition_output_mae,val_class_output_accuracy,val_class_output_loss,val_loss,val_nutrition_output_loss,val_nutrition_output_mae
34,0.6320791840553284,1.7275047302246094,1.7281029224395752,0.008624325506389141,0.008622756227850914,0.6195643544197083,1.7848488092422485,1.7869337797164917,0.008270639926195145,0.008273002691566944
35,0.6396567821502686,1.7095394134521484,1.7099695205688477,0.008509229868650436,0.008507794700562954,0.6159207820892334,1.7930330038070679,1.792715311050415,0.00850796140730381,0.008499152958393097
36,0.6423234343528748,1.694588541984558,1.695141077041626,0.008487256243824959,0.008484636433422565,0.605108916759491,1.8411369323730469,1.8402987718582153,0.008681903593242168,0.008680183440446854
37,0.6428514719009399,1.6860229969024658,1.6864594221115112,0.008438403718173504,0.008436151780188084,0.6130297183990479,1.822689175605774,1.8239169120788574,0.008375276811420918,0.008377479389309883
38,0.6465346813201904,1.6761466264724731,1.6768854856491089,0.008357192389667034,0.008355624042451382,0.6070098876953125,1.8367218971252441,1.839053988456726,0.008627913892269135,0.008633986115455627
39,0.6508382558822632,1.6685587167739868,1.6691948175430298,0.008338992483913898,0.00833752378821373,0.6197227835655212,1.792908787727356,1.7946585416793823,0.00830514170229435,0.00830796454101801
40,0.6538349986076355,1.6573680639266968,1.6582003831863403,0.008262784220278263,0.00826249085366726,0.6094653606414795,1.8359360694885254,1.8372948169708252,0.008574591018259525,0.008576881140470505
41,0.6541253924369812,1.6494019031524658,1.6498017311096191,0.008248290047049522,0.008245772682130337,0.6074851751327515,1.8560060262680054,1.8547900915145874,0.008791634812951088,0.008790851570665836
42,0.657874584197998,1.6397212743759155,1.640228033065796,0.008208652958273888,0.008205773308873177,0.5989702939987183,1.8777002096176147,1.8769915103912354,0.008767046965658665,0.00875863153487444
43,0.6624290347099304,1.627079725265503,1.6278138160705566,0.008114766329526901,0.008114542812108994,0.6130692958831787,1.8265013694763184,1.828504204750061,0.008426360785961151,0.008425925858318806
44,0.6600924134254456,1.6245235204696655,1.62520170211792,0.008123417384922504,0.008122635073959827,0.6050692796707153,1.8676424026489258,1.868022084236145,0.008633015677332878,0.00862526148557663
45,0.6616501808166504,1.6164780855178833,1.6171894073486328,0.008086529560387135,0.008086515590548515,0.613346517086029,1.8326630592346191,1.834384799003601,0.00840743724256754,0.008410613983869553
46,0.6754323244094849,1.5709842443466187,1.5718801021575928,0.00789872370660305,0.007898839190602303,0.6310098767280579,1.7697863578796387,1.7719836235046387,0.008030692115426064,0.008035806007683277
47,0.6767920851707458,1.5649993419647217,1.565964937210083,0.007844445295631886,0.007845201529562473,0.6182178258895874,1.8089590072631836,1.8109166622161865,0.008368495851755142,0.008372544310986996
48,0.6812937259674072,1.5543739795684814,1.5549713373184204,0.007788680028170347,0.007788131944835186,0.6261386275291443,1.7762815952301025,1.7783539295196533,0.008120156824588776,0.008128159679472446
49,0.6826666593551636,1.5463309288024902,1.5467442274093628,0.00775277940556407,0.007751717697829008,0.6224554181098938,1.8017146587371826,1.800622820854187,0.008186745457351208,0.008185231126844883
50,0.6814257502555847,1.545976996421814,1.546189546585083,0.007725285366177559,0.007722405716776848,0.6228514909744263,1.8033941984176636,1.8056730031967163,0.00822275597602129,0.008228392340242863
51,0.6819934248924255,1.5421444177627563,1.542884349822998,0.007704760413616896,0.007703427225351334,0.6316039562225342,1.7676141262054443,1.7697569131851196,0.007995357736945152,0.008002941496670246
52,0.6849768757820129,1.539269208908081,1.5394716262817383,0.0077065760269761086,0.007704539690166712,0.6217425465583801,1.7993630170822144,1.8013389110565186,0.008183632045984268,0.00818686094135046
53,0.6862310171127319,1.530782699584961,1.5315380096435547,0.007673843298107386,0.0076741864904761314,0.630811870098114,1.7677472829818726,1.7696926593780518,0.008011032827198505,0.008014802820980549
54,0.6899141669273376,1.5260592699050903,1.5263868570327759,0.007644118275493383,0.007642373442649841,0.6222970485687256,1.8159222602844238,1.8148657083511353,0.008316393941640854,0.008306380361318588
55,0.6882508397102356,1.527226448059082,1.5280303955078125,0.007645735051482916,0.007645190227776766,0.6276435852050781,1.776553750038147,1.7786093950271606,0.008030462078750134,0.008038442581892014
56,0.6913795471191406,1.5136443376541138,1.514420747756958,0.0075953383930027485,0.007593711372464895,0.6218217611312866,1.8048338890075684,1.8071633577346802,0.00818388257175684,0.008190331049263477
57,0.6925280690193176,1.51434326171875,1.5150872468948364,0.007589651271700859,0.007587469182908535,0.6345742344856262,1.7632168531417847,1.7652983665466309,0.007932941429316998,0.007940116338431835
58,0.690666675567627,1.5080337524414062,1.5087451934814453,0.007564771920442581,0.007562429178506136,0.6244356632232666,1.7950621843338013,1.7972538471221924,0.00810681376606226,0.008115259930491447
59,0.6953135132789612,1.505428433418274,1.5058249235153198,0.007548291236162186,0.0075466204434633255,0.6305742859840393,1.773374319076538,1.7746797800064087,0.008013051934540272,0.008008349686861038
60,0.6953531503677368,1.5044543743133545,1.5051665306091309,0.007511765696108341,0.0075119477696716785,0.624554455280304,1.8041448593139648,1.8040714263916016,0.008137946017086506,0.008137160912156105
61,0.6963168382644653,1.4978667497634888,1.4983940124511719,0.007512660231441259,0.007511543110013008,0.6247128844261169,1.8001552820205688,1.8000237941741943,0.008070578798651695,0.008069624193012714
62,0.6959735751152039,1.4949162006378174,1.4953478574752808,0.007471188437193632,0.007470106706023216,0.6226930618286133,1.8175212144851685,1.8165298700332642,0.008121036924421787,0.008111274801194668
63,0.6970956921577454,1.4869577884674072,1.4871795177459717,0.0074534062296152115,0.007451651152223349,0.6187722682952881,1.8192886114120483,1.821593165397644,0.00816453155130148,0.008169787004590034
64,0.7040659785270691,1.4744112491607666,1.475110411643982,0.00738285668194294,0.007382204756140709,0.6328712701797485,1.7783176898956299,1.776824712753296,0.007890580222010612,0.00788295641541481
65,0.7043828368186951,1.4689205884933472,1.4694308042526245,0.007359903305768967,0.0073584155179560184,0.6344950199127197,1.776790976524353,1.775215983390808,0.007851089350879192,0.007846719585359097
66,0.70464688539505,1.4656468629837036,1.4665898084640503,0.007341452408581972,0.007342737168073654,0.6333861351013184,1.773700475692749,1.7757657766342163,0.007868455722928047,0.007877037860453129
67,0.7079735994338989,1.4560728073120117,1.4565167427062988,0.007304318714886904,0.007301765028387308,0.6315643787384033,1.77823805809021,1.7797175645828247,0.00795174203813076,0.007947921752929688
68,0.7078019976615906,1.4587340354919434,1.4592729806900024,0.007303373888134956,0.007303536869585514,0.6345346570014954,1.7746597528457642,1.7763127088546753,0.007920664735138416,0.00792152900248766
69,0.7087260484695435,1.454008936882019,1.454846978187561,0.007298260927200317,0.007298498414456844,0.6359999775886536,1.7584623098373413,1.7605763673782349,0.007775797974318266,0.007783527486026287
70,0.7099670171737671,1.4508055448532104,1.4511182308197021,0.0072429487481713295,0.007241475861519575,0.6359604001045227,1.7602555751800537,1.7622889280319214,0.007824783213436604,0.007830827496945858
71,0.7095313668251038,1.4501938819885254,1.4504832029342651,0.0072570121847093105,0.007252815179526806,0.636554479598999,1.7594010829925537,1.7615835666656494,0.007761083077639341,0.007765522692352533
72,0.710838258266449,1.4444551467895508,1.4450677633285522,0.007243143394589424,0.007242264691740274,0.6368317008018494,1.7617312669754028,1.7638753652572632,0.007825471460819244,0.007832554168999195
73,0.7107722759246826,1.4433337450027466,1.4438265562057495,0.007267629727721214,0.007264097221195698,0.6305742859840393,1.7950541973114014,1.7971124649047852,0.007967948913574219,0.0079765310510993
74,0.7114323377609253,1.4441269636154175,1.4445600509643555,0.007225017063319683,0.0072233169339597225,0.6312079429626465,1.785452127456665,1.786083698272705,0.007867556065320969,0.007856626063585281
75,0.7111155390739441,1.440331220626831,1.4409998655319214,0.007206990849226713,0.007206247188150883,0.6329109072685242,1.7779420614242554,1.7789418697357178,0.00786749180406332,0.007869059219956398
76,0.7134785652160645,1.4416069984436035,1.4417850971221924,0.0071945772506296635,0.007190157193690538,0.6335445642471313,1.7870197296142578,1.7866266965866089,0.007918749004602432,0.007907317951321602
77,0.7134785652160645,1.439274787902832,1.440069556236267,0.007206910289824009,0.007206932175904512,0.628673255443573,1.8010534048080444,1.8032221794128418,0.007972893305122852,0.007978939451277256
78,0.7155511379241943,1.431006669998169,1.4313616752624512,0.00716808857396245,0.007166629657149315,0.6345346570014954,1.7708477973937988,1.7730296850204468,0.007817601785063744,0.007821522653102875
79,0.718297004699707,1.4217557907104492,1.421942114830017,0.0071147591806948185,0.007111765444278717,0.6381385922431946,1.7599736452102661,1.7602789402008057,0.00774182565510273,0.007739680353552103
80,0.7179802060127258,1.4222707748413086,1.4226876497268677,0.007098648231476545,0.007096115034073591,0.6378217935562134,1.7621643543243408,1.7641624212265015,0.007754251826554537,0.007762659806758165
81,0.7188382744789124,1.4195038080215454,1.4200561046600342,0.007098306901752949,0.0070960381999611855,0.6335445642471313,1.7755237817764282,1.7777292728424072,0.007815972901880741,0.007821622304618359
82,0.7183630466461182,1.4186590909957886,1.4189738035202026,0.007098143920302391,0.0070961639285087585,0.6372277140617371,1.771155834197998,1.7730131149291992,0.007798115257173777,0.0078007131814956665
83,0.7189570665359497,1.4168682098388672,1.4172085523605347,0.0070702191442251205,0.00706796208396554,0.6384950280189514,1.7609765529632568,1.7631638050079346,0.007737419102340937,0.007742997724562883
84,0.7221386432647705,1.4118678569793701,1.4124506711959839,0.00706903450191021,0.007066818885505199,0.6355643272399902,1.7753177881240845,1.776335597038269,0.007790842093527317,0.007791854441165924
85,0.7208845019340515,1.414512276649475,1.4146682024002075,0.0070690554566681385,0.007066737394779921,0.6379010081291199,1.7605810165405273,1.7626533508300781,0.007707815617322922,0.007714895531535149
86,0.7205808758735657,1.412530541419983,1.4129074811935425,0.007082907948642969,0.007082266733050346,0.6371881365776062,1.7669342756271362,1.7690925598144531,0.007767490576952696,0.007770898286253214
87,0.7196699380874634,1.4143141508102417,1.41498601436615,0.007084536366164684,0.007084173150360584,0.6400792002677917,1.7560842037200928,1.758260726928711,0.007687194272875786,0.007695150561630726
88,0.7223102450370789,1.4162800312042236,1.4168145656585693,0.007090593688189983,0.007088926620781422,0.6345742344856262,1.776657223701477,1.7759826183319092,0.007798437029123306,0.0077924588695168495
89,0.7206864953041077,1.4105513095855713,1.4110559225082397,0.0070561934262514114,0.00705516105517745,0.638534665107727,1.769708514213562,1.770041823387146,0.007753019221127033,0.007750493008643389
90,0.722943902015686,1.4106471538543701,1.4108216762542725,0.007050474174320698,0.007050263229757547,0.6374257206916809,1.768394947052002,1.770664095878601,0.007748018484562635,0.007754453923553228
91,0.7208316922187805,1.4115269184112549,1.4119808673858643,0.007068391423672438,0.0070656961761415005,0.6366732716560364,1.7761422395706177,1.7750844955444336,0.007744894828647375,0.007743565831333399
92,0.7195907831192017,1.4125103950500488,1.4130324125289917,0.007079760078340769,0.007078297436237335,0.6389703154563904,1.7643355131149292,1.7645503282546997,0.00770887965336442,0.007706169039011002
93,0.7233663201332092,1.406843900680542,1.4069145917892456,0.007033827248960733,0.007032437715679407,0.6394059658050537,1.7628668546676636,1.7618433237075806,0.007701765280216932,0.0077003552578389645
94,0.7249637246131897,1.40205979347229,1.4024038314819336,0.007006476167589426,0.007004371378570795,0.636396050453186,1.7760390043258667,1.7771188020706177,0.007765448186546564,0.007758921943604946
95,0.7223630547523499,1.4027069807052612,1.4031668901443481,0.007004328537732363,0.007002220489084721,0.6358811855316162,1.776759147644043,1.7756619453430176,0.007795785553753376,0.0077943201176822186
96,0.7246072888374329,1.3987678289413452,1.3994214534759521,0.007030331529676914,0.00702871335670352,0.6390098929405212,1.7616255283355713,1.7638039588928223,0.007719740737229586,0.0077239228412508965
97,0.7242244482040405,1.4014991521835327,1.4021563529968262,0.007009088061749935,0.007007723208516836,0.6377821564674377,1.772804856300354,1.7750153541564941,0.007760124746710062,0.007765681948512793
98,0.723986804485321,1.3983782529830933,1.399004578590393,0.00700701167806983,0.007007104344666004,0.6366732716560364,1.7719694375991821,1.7738946676254272,0.007755122147500515,0.0077583324164152145
99,0.7240791916847229,1.400704264640808,1.4011644124984741,0.006987760309129953,0.006986227352172136,0.6379405856132507,1.77152419090271,1.7708193063735962,0.007746712304651737,0.00774008734151721
